Date,symbol,ltp,high,low,open,close,ycp,trade,value,volume
2024-11-26,BRACBANK,47.5,48.6,47.1,48.0,47.5,47.8,811.0,35.474,745091.0
2024-11-27,BRACBANK,48.9,49.0,47.4,48.5,48.6,47.5,881.0,57.617,1196317.0
2024-11-28,BRACBANK,48.3,49.6,47.9,49.0,48.3,48.6,781.0,59.615,1218394.0
2024-11-29,BRACBANK,48.3,49.6,47.9,49.0,48.3,48.6,781.0,59.615,1218394.0
2024-11-30,BRACBANK,48.3,49.6,47.9,49.0,48.3,48.6,781.0,59.615,1218394.0
2024-12-01,BRACBANK,48.1,48.5,47.8,48.3,48.1,48.3,440.0,20.703,429926.0
2024-12-02,BRACBANK,48.3,48.7,47.9,48.1,48.3,48.1,819.0,59.357,1228863.0
2024-12-03,BRACBANK,47.9,48.6,47.5,48.4,47.9,48.3,1394.0,85.208,1771917.0
2024-12-04,BRACBANK,48.1,48.6,48.0,48.2,48.1,47.9,667.0,69.231,1431444.0
2024-12-05,BRACBANK,47.9,48.4,47.8,48.2,47.9,48.1,568.0,61.567,1280491.0
2024-12-06,BRACBANK,47.9,48.4,47.8,48.2,47.9,48.1,568.0,61.567,1280491.0
2024-12-07,BRACBANK,47.9,48.4,47.8,48.2,47.9,48.1,568.0,61.567,1280491.0
2024-12-08,BRACBANK,48.0,48.1,47.4,47.8,48.0,47.9,465.0,43.799,917387.0
2024-12-09,BRACBANK,47.9,48.2,47.8,48.0,47.9,48.0,510.0,24.092,502120.0
2024-12-10,BRACBANK,48.5,49.5,48.0,48.2,48.5,47.9,872.0,69.557,1428360.0
2024-12-11,BRACBANK,48.2,48.7,48.1,48.5,48.2,48.5,388.0,28.183,583039.0
2024-12-12,BRACBANK,48.3,48.6,48.0,48.1,48.3,48.2,298.0,14.824,307205.0
2024-12-13,BRACBANK,48.3,48.6,48.0,48.1,48.3,48.2,298.0,14.824,307205.0
2024-12-14,BRACBANK,48.3,48.6,48.0,48.1,48.3,48.2,298.0,14.824,307205.0
2024-12-15,BRACBANK,48.6,49.0,48.1,48.1,48.6,48.3,415.0,28.962,595937.0
2024-12-16,BRACBANK,48.6,49.0,48.1,48.1,48.6,48.3,415.0,28.962,595937.0
2024-12-17,BRACBANK,49.0,49.3,48.6,48.6,49.0,48.6,657.0,54.639,1116441.0
2024-12-18,BRACBANK,48.7,49.0,48.5,48.9,48.7,49.0,406.0,27.731,568686.0
2024-12-19,BRACBANK,48.3,48.9,48.2,48.7,48.3,48.7,407.0,28.609,590555.0
2024-12-20,BRACBANK,48.3,48.9,48.2,48.7,48.3,48.7,407.0,28.609,590555.0
2024-12-21,BRACBANK,48.3,48.9,48.2,48.7,48.3,48.7,407.0,28.609,590555.0
2024-12-22,BRACBANK,48.6,48.8,48.3,48.3,48.6,48.3,313.0,17.82,367095.0
2024-12-23,BRACBANK,48.6,48.8,48.4,48.4,48.6,48.6,276.0,23.066,474561.0
2024-12-24,BRACBANK,48.8,48.8,48.4,48.5,48.6,48.6,260.0,28.305,582565.0
